,Frequency,Monetary,Recency
0,3.6297580732560633,-0.6268995771511559,0.6694305067854207
1,-0.38566835129577476,0.5255921886297694,-0.9714244967753702
2,-0.8318268429126456,-0.8096326843867949,-0.25228434089378904
3,0.06049014032109608,2.159907627211979,-0.5662751131801133
4,-0.8318268429126456,-0.7141191684149881,-0.8903946200563189
5,-0.38566835129577476,-0.6621366315391297,-0.8903946200563189
6,-0.8318268429126456,-0.6937117484098401,-0.5561463785902317
7,-0.8318268429126456,-0.4870305398609703,1.054322421200915
8,0.06049014032109608,3.2404338328440314,-0.8397509471069117
10,0.06049014032109608,2.217952974546883,-0.8903946200563189
11,1.3989656151717085,2.029217684956789,-0.38395789056224755
12,0.9528071235548378,0.8499646738096353,-0.8498796816967932
13,0.06049014032109608,-0.6893586505002451,-0.00919471073663479
14,-0.8318268429126456,-0.9213824067679262,2.7863360360706384
15,-0.8318268429126456,-0.47244341789650623,1.722818904133089
16,-0.8318268429126456,0.033752752950141685,1.672175231183682
17,0.06049014032109608,1.0928651120408446,-0.5055027056408247
18,0.06049014032109608,-0.1397406311459115,1.6316602928241561
19,0.06049014032109608,1.5636665954275835,-0.5460176440003504
20,-0.38566835129577476,-0.15376997454814328,1.6316602928241561
21,0.06049014032109608,1.6447506225068613,-0.42447282892177324
22,-0.38566835129577476,-0.46891486220934164,-0.7485923357979789
23,-0.38566835129577476,1.101413674788099,-0.8296222125170303
24,-0.8318268429126456,0.6279081779366257,1.0036787482515077
25,-0.38566835129577476,-0.14779204343552424,-0.41434409433189184
27,-0.8318268429126456,1.271414880059742,-0.8498796816967932
28,-0.8318268429126456,-0.7650831531337267,-0.9815532313652517
29,-0.8318268429126456,-0.9044792912081067,-0.4852452364610618
30,-0.38566835129577476,0.27959971706444714,-0.18138319876461903
31,0.06049014032109608,0.658986144349694,-0.6169187861295203
32,0.9528071235548378,1.7250707354682997,0.011062758443128061
33,-0.8318268429126456,-0.7943665276509176,1.2974120513580691
34,-0.38566835129577476,-0.08853413400881105,-0.8194934779271489
35,0.5066486319379669,1.4050877250607825,-0.9309095584158446
36,-0.8318268429126456,0.050401230470681346,2.1380970223182274
37,0.06049014032109608,-0.04391184903023436,-0.7891072741575046
38,-0.8318268429126456,-0.8301371093592876,-0.4953739710509432
39,0.9528071235548378,0.17149980657966124,-0.7182061320283346
40,-0.8318268429126456,-0.3615909914633136,0.5884006300663693
41,-0.8318268429126456,-1.002333052017105,2.219126899037279
42,0.06049014032109608,2.528429498154616,-0.6473049898991646
43,0.06049014032109608,0.681891442263969,-0.7891072741575046
45,-0.8318268429126456,-0.6905348357293001,0.39595467285862224
46,-0.8318268429126456,-0.6583776890545214,-0.5460176440003504
47,0.06049014032109608,0.582255215180011,-0.6169187861295203
48,-0.8318268429126456,-0.7863636178449772,-0.6169187861295203
49,0.06049014032109608,-0.606116262897547,0.0009340238532466358
51,-0.8318268429126456,-0.8333989013862542,1.9557797997003619
52,3.6297580732560633,2.76215084135083,-0.535888909410469
53,0.06049014032109608,0.5611202579197775,-0.5055027056408247
54,-0.38566835129577476,-0.46908462090219494,-0.7891072741575046
55,-0.38566835129577476,-0.7254808752152397,-0.4852452364610618
57,-0.38566835129577476,-0.15373359768538905,-0.7688498049777417
58,-0.38566835129577476,0.8357049436099596,-0.41434409433189184
59,-0.8318268429126456,0.0901490158401854,-0.15099699499497476
60,-0.8318268429126456,-0.15446113494047456,2.0165522072396502
61,-0.8318268429126456,-0.7110028838390385,-0.9309095584158446
62,0.9528071235548378,3.450522340870885,-0.9916819659551331
65,-0.8318268429126456,-0.7185328944291733,-0.8296222125170303
68,-0.38566835129577476,0.32534968478840637,2.219126899037279
69,-0.38566835129577476,-0.03718212942069349,-0.00919471073663479
70,-0.8318268429126456,-0.8685753276696376,-0.9815532313652517
71,-0.8318268429126456,-0.49054696992721686,2.72556362853135
72,-0.8318268429126456,-0.713331003055312,-0.4346015635116547
73,-0.38566835129577476,-0.14704025493860257,-0.535888909410469
74,0.06049014032109608,-0.48447203384725307,-0.6473049898991646
75,0.06049014032109608,3.3278716852843893,0.0009340238532466358
77,0.5066486319379669,3.0595680712297786,-0.18138319876461903
78,-0.8318268429126456,-0.31185169445730243,-0.2826705446634333
79,-0.38566835129577476,-0.07247981191325788,-0.3637004213824847
80,-0.8318268429126456,-0.52807576666871,1.439214335616409
81,-0.8318268429126456,-0.6829320714136567,-0.06996711827592335
82,-0.8318268429126456,-1.0102268312347826,2.219126899037279
83,-0.8318268429126456,-0.9179872329108605,-0.4042153597420104
84,0.06049014032109608,2.487372145725958,0.6390443030157765
85,-0.38566835129577476,2.644204926680554,0.5985293646562507
86,-0.8318268429126456,-0.8220129433441664,2.290028041166449
90,-0.8318268429126456,-0.5621487614485472,-0.5460176440003504
93,0.06049014032109608,1.5682743313764584,-0.6473049898991646
96,3.6297580732560633,2.1168131704690816,-0.8600084162866746
97,1.3989656151717085,1.1380694268234897,0.20350871565087517
98,-0.8318268429126456,-0.22040026149305617,0.6694305067854207
99,-0.8318268429126456,0.17875092788867997,-0.323185483022959
100,-0.8318268429126456,-0.7330715139099652,2.7053061593515872
102,-0.8318268429126456,-0.5309374132053797,-0.6067900515396389
103,0.06049014032109608,-0.31901793641989445,-0.9916819659551331
104,-0.8318268429126456,-0.6456457870905253,1.7937200462622591
105,-0.38566835129577476,-1.0134279951571588,1.5911453544646306
107,-0.8318268429126456,-0.601605531916017,0.9834212790717449
108,2.2912825984054503,0.9791752903128186,-0.2826705446634333
109,-0.8318268429126456,0.28632943667398786,1.2265109092288993
110,-0.38566835129577476,-0.718884537435798,-0.464987767281299
111,-0.8318268429126456,0.07922383139298497,-0.5561463785902317
112,-0.8318268429126456,-0.4251413706950313,1.2265109092288993
114,-0.8318268429126456,2.6605502636781413,-0.35357168679260326
115,-0.8318268429126456,-0.37563246048646365,1.8038487808521404
116,-0.38566835129577476,0.5416465107253225,-0.3333142176128404
117,-0.8318268429126456,-0.6113302798923264,0.13260757352170519
120,0.06049014032109608,0.10169260695420851,0.35543973449909655
121,-0.38566835129577476,-0.6099964615913362,0.31492479613957086
122,-0.8318268429126456,-0.6952638278873557,0.6593017721955393
